parcel_id,county,description,original_acreage,acreage,acreage_change,original_price_per_acre,price_per_acre,original_investment_score,investment_score,score_change
0116002000000320000000,Autauga,LOT 6 BLK 6 TOWN OF FLAT CREEK,0.0,0.0,0.0,0.0,,53.3,0.0,-53.3
0116002000000290000100,Autauga,LOT 1 BLK 4 TOWN OF FLAT CREEK,0.0,0.0,0.0,0.0,,53.3,0.0,-53.3
0123001510010030000000,Autauga,LOT 25 BLK 92 EAST LAKE,0.0,0.0,0.0,0.0,,46.0,0.0,-46.0
0113003620030260000000,Autauga,LOT 25 FIVE MILE CREEK ROAD 2ND ADD TO HUFFMAN,0.0,0.0,0.0,0.0,,46.9,0.0,-46.9
0123000330080040000000,Autauga,LOTS 7 & 8 BLK 4 SPRING HGHLDS SECT 03 TWSP 17S R,0.0,0.0,0.0,0.0,,52.8,0.0,-52.8
0123000330080140000000,Autauga,LOT 17 BLK 4 SPRING HGHLDS SECT 03 TWSP 17S RANGE,0.0,0.0,0.0,0.0,,53.3,0.0,-53.3
0123000330090040000000,Autauga,LOTS 8 & 9 BLK 5 SPRING HGHLDS,0.0,0.0,0.0,0.0,,52.5,0.0,-52.5
0129001120030100000000,Autauga,LOTS 10 & 11 BLK 2 GREEN SPRINGS 1ST ADD,0.0,0.0,0.0,0.0,,52.8,0.0,-52.8
0113003340160070000000,Autauga,LOT 22 BLK 8 NORTH LAKE PARK ADD SECT 33 TWSP 16S,0.0,0.0,0.0,0.0,,47.1,0.0,-47.1
0123002020110370000000,Autauga,LOTS 14 THRU 17 BLK 3 TY CAINS ADD TO BROOKLYN,0.0,0.0,0.0,0.0,,32.9,0.0,-32.9
0122002340070140000000,Autauga,POB SE CORNER OF LOT 12 J C WEST BROOK SURVEY TH,0.0,0.0,0.0,0.0,,50.9,0.0,-50.9
0122002340070050000000,Autauga,LOT 5 BLK 1 J C WESTBROOK,0.0,0.0,0.0,0.0,,52.9,0.0,-52.9
0123003630010050160000,Autauga,LOT 1-B RESUR OLD LEEDS BROOK PB 178 PG 73 PB 183,0.0,0.0,0.0,0.0,,53.6,0.0,-53.6
0123000220140020000000,Autauga,LOT 11 BLK 4 HOMER HIGHLANDS,0.0,0.0,0.0,0.0,,56.6,0.0,-56.6
0123002320180080000000,Autauga,LOTS 3 & 4 BLK 3 CENTRAL ADD TO GATE CITY,0.0,0.0,0.0,0.0,,49.9,0.0,-49.9
0122001330010710000000,Autauga,LOTS 36 & 37 BLK 3 MITCHELLS ADD TO N BHAM,0.0,0.0,0.0,0.0,,42.5,0.0,-42.5
0122001410300030000000,Autauga,P O B INTER NW COR LOT 8 BLK 43 PARK PL & 38TH AVE,0.0,0.0,0.0,0.0,,42.1,0.0,-42.1
0116002700000410000000,Autauga,LOT 96 PORTER,0.0,0.0,0.0,0.0,,52.5,0.0,-52.5
0116001100000290000000,Autauga,COM AT INT OF W BD LINE OF SE 1/4 AND N R O W OF C,0.0,0.0,0.0,0.0,,51.0,0.0,-51.0
0116002700000330000000,Autauga,LOT 130 PORTER,0.0,0.0,0.0,0.0,,53.0,0.0,-53.0
0122001340420050000000,Autauga,LOT 7 BLK 1 J H POOLS SUR,0.0,0.0,0.0,0.0,,52.7,0.0,-52.7
0113003440010560000000,Autauga,P O B 240 FT S S OF NE COR SE 1/4 OF SE 1/4 SEC 3,0.0,0.0,0.0,0.0,,54.1,0.0,-54.1
0123000310240040000000,Autauga,LOT 6 BLK 2 AIRPORT ESTS,0.0,0.0,0.0,0.0,,51.9,0.0,-51.9
0129000230070200000000,Autauga,E 25 FT OF LOT 16 BLK 16 WALKER LAND COS ADD TO BH,0.0,0.0,0.0,0.0,,51.5,0.0,-51.5
0113003330010540000000,Autauga,LOT 61 TARRANT HTS,0.0,0.0,0.0,0.0,,51.5,0.0,-51.5
0129002120150010000000,Autauga,BLK 19 PLAT A ISHKOODA SUB 35/59,0.0,0.0,0.0,0.0,,49.3,0.0,-49.3
0129000840470030000000,Autauga,LOT 6 BLK 24 EUREKA,0.0,0.0,0.0,0.0,,48.8,0.0,-48.8
0129000840470010000000,Autauga,LOT 1 BLK 24 EUREKA,0.0,0.0,0.0,0.0,,53.0,0.0,-53.0
0123000310220090000000,Autauga,LOT 16 BLK 1 PENFIELD PARK 2ND ADD SECT 03 TWSP 17,0.0,0.0,0.0,0.0,,36.0,0.0,-36.0
0123000310290200000000,Autauga,LOT 24 BLK 1 AIRPORT GROVE SECT 03 TWSP 17S RANGE,0.0,0.0,0.0,0.0,,41.0,0.0,-41.0
0122001310100710000000,Autauga,LOT 15 DOUGLASVILLE GARDENS GARDENS,0.0,0.0,0.0,0.0,,41.6,0.0,-41.6
0122002220040140000000,Autauga,LOT 21 BLK 9 ACIPCO HGHLDS,0.0,0.0,0.0,0.0,,51.3,0.0,-51.3
0114001240020070000000,Autauga,P O B 236.3 FT S OF THE N W COR S E 1/4 SEC 12 T,0.0,0.0,0.0,0.0,,50.3,0.0,-50.3
0122001340220330000000,Autauga,LOT 13 BLK 2 EBORNS ADD TO NO BHAM,0.0,0.0,0.0,0.0,,50.5,0.0,-50.5
0123002320180050000000,Autauga,LOTS 7 & 8 BLK 3 CENTRAL ADD TO GATE CITY,0.0,0.0,0.0,0.0,,51.5,0.0,-51.5
0113003510130150000000,Autauga,LOT 1 BLK 6 MEADOWDALE ESTS 40/97,0.0,0.0,0.0,0.0,,49.7,0.0,-49.7
0129002020010010000000,Autauga,LOT 1 BLK 5 PARK LAWN,0.0,0.0,0.0,0.0,,52.5,0.0,-52.5
0113002810010320000000,Autauga,LOTS 20 & 21 BLK 60 PITTSBURG 2ND ADD,0.0,0.0,0.0,0.0,,53.9,0.0,-53.9
0129002040050090000000,Autauga,LOT 13 BLK 4 GARDEN HGLDS ADD TO POWDERLY SECT 20,0.0,0.0,0.0,0.0,,52.7,0.0,-52.7
0122001410290090000000,Autauga,LOT 13 BLK 45 PARK PLACE,0.0,0.0,0.0,0.0,,42.8,0.0,-42.8
0122001230080040000000,Autauga,LOT 26 BLK 7 LINCOLN HEIGHTS,0.0,0.0,0.0,0.0,,51.3,0.0,-51.3
0122001320060040000000,Autauga,LOT 15 BLK 4 TARRANT MCMILLANS ADD TO NO BHAM,0.0,0.0,0.0,0.0,,47.6,0.0,-47.6
0122003340160230000000,Autauga,N 1/2 OF LOTS 19 & 20 BLK 15 OWENTON,0.0,0.0,0.0,0.0,,50.9,0.0,-50.9
0129000440190060000000,Autauga,LOT 6 BLK 1 WEST END LAND IMPROVEMENT CO,0.0,0.0,0.0,0.0,,51.1,0.0,-51.1
0129001740210250000000,Autauga,LOT 27 BLK 2 POWDERLY HILLS,0.0,0.0,0.0,0.0,,48.7,0.0,-48.7
0123000740330050000000,Autauga,LOT 1 & N 17 FT LOT 2 BLK 1 TERMINAL SURVEY OF EA,0.0,0.0,0.0,0.0,,52.0,0.0,-52.0
0129001810260060000000,Autauga,LOTS 1 & 2 BLK 2 POWDERLY,0.0,0.0,0.0,0.0,,49.8,0.0,-49.8
0123000810260160010000,Autauga,LOT 18 BLK 29 TARRANT LD COS 2ND HIGH LAND ADD 13,0.0,0.0,0.0,0.0,,53.3,0.0,-53.3
0125001740110020000000,Autauga,LOTS 6 THRU 8 BLK 27 RUSSELL HTS #2,0.0,0.0,0.0,0.0,,52.0,0.0,-52.0
0129000920140210000000,Autauga,LOT 10 HEWES & BOOTH SUR WEST END,0.0,0.0,0.0,0.0,,43.3,0.0,-43.3
0103001310070120000100,Autauga,LOT 7 BLK 5 WARRIOR HTS 28/67,0.0,0.0,0.0,0.0,,49.6,0.0,-49.6
0123001530200140000000,Autauga,LOT 22 BLK 12-G FULLER SUB,0.0,0.0,0.0,0.0,,53.4,0.0,-53.4
0122000130070010000000,Autauga,LOT 13 & 14 BLK 7 G R HARSH SUR LESS PT IN I-65 R,0.0,0.0,0.0,0.0,,47.5,0.0,-47.5
0129001930510040000000,Autauga,LOT 8 BLK 37 PARK PLACE,0.0,0.0,0.0,0.0,,47.8,0.0,-47.8
0123002210200010000100,Autauga,LOTS 9 THRU 12 BLK 16 WOODLAWN HEIGHTS PB 5 PG 83,0.0,0.0,0.0,0.0,,46.0,0.0,-46.0
0122001540180120000000,Autauga,LOT 6 BLK 2 P H LINNEHAN PROPERTY,0.0,0.0,0.0,0.0,,52.4,0.0,-52.4
0122003110330130000000,Autauga,LOTS 3 & 4 BLK 3-K MORO PARK,0.0,0.0,0.0,0.0,,52.2,0.0,-52.2
0108001230000030020000,Autauga,COM NE COR OF SW 1/4 OF SW 1/4 SEC 12 TP 15 R 2W,0.0,0.0,0.0,0.0,,54.3,0.0,-54.3
0113001730000360010000,Autauga,BEG AT SW COR OF LOT 188 NEW CASTLE NO 2 33/100B T,0.0,0.0,0.0,0.0,,53.2,0.0,-53.2
0123001530110100000000,Autauga,LOT 42 EBERSOLE SUB OF BLK 11-G EAST WOODLAWN,0.0,0.0,0.0,0.0,,51.6,0.0,-51.6
0113002840070030000000,Autauga,LOT 7 BLK 27 PITTSBURG 1ST ADD PB 6 PG 3,0.0,0.0,0.0,0.0,,53.2,0.0,-53.2
0123001030230170000000,Autauga,LOTS 38 & 39 BLK 4 TROTWOOD PARK,0.0,0.0,0.0,0.0,,51.7,0.0,-51.7
0122001340160070000000,Autauga,W 1/2 LOT 6 BLK 4 DOUGLASVILLE,0.0,0.0,0.0,0.0,,51.4,0.0,-51.4
0122002710170040010000,Autauga,LOT 4 BLK 11 MELVILLE COURT,0.0,0.0,0.0,0.0,,51.1,0.0,-51.1
0129000220210140000000,Autauga,LOT 3 BLK 1 I M CRUM ADD TO ELYTON,0.0,0.0,0.0,0.0,,54.3,0.0,-54.3
0122001340150040000000,Autauga,LOT 4 BLK 3 DOUGLASVILLE,0.0,0.0,0.0,0.0,,46.9,0.0,-46.9
0113001340020010000000,Autauga,COM NE COR OF SE 1/4 TH W 793 FT S POB TH CONTG W,0.0,0.0,0.0,0.0,,54.6,0.0,-54.6
0122001530080060000000,Autauga,LOT 8 BLK 2 A J HOOPER SUB,0.0,0.0,0.0,0.0,,53.5,0.0,-53.5
0122001130010460000000,Autauga,LOT 28 BLK 1 WASHINGTON HTS 16/51,0.0,0.0,0.0,0.0,,51.3,0.0,-51.3
0129001810190050000000,Autauga,LOT 3 BLK 3 POWDERLY,0.0,0.0,0.0,0.0,,51.4,0.0,-51.4
0121002640010970000000,Autauga,LOT 14 BLK 5 OAK RIDGE ADD TO ENSLEY SECT 26 TWSP,0.0,0.0,0.0,0.0,,49.2,0.0,-49.2
0122002930160040000000,Autauga,LOT 4 BLK 4 EXCEPT E 50 FT E G FIELDS SUR,0.0,0.0,0.0,0.0,,52.4,0.0,-52.4
0129000530180270000000,Autauga,N 20 FT LOT 17 AND S 20 FT LOT 18 INVESTMENT REAL,0.0,0.0,0.0,0.0,,52.1,0.0,-52.1
0129002040050130000000,Autauga,LOT 18 BLK 4 GARDEN HGLDS ADD TO POWDERLY SECT 20,0.0,0.0,0.0,0.0,,53.0,0.0,-53.0
0122001220240030000000,Autauga,LOT 15 BLK 10 DAVID,0.0,0.0,0.0,0.0,,52.5,0.0,-52.5
0122001230070080000000,Autauga,LOT 12 BLK 6 LINCOLN HEIGHTS,0.0,0.0,0.0,0.0,,53.5,0.0,-53.5
0122001230080450000000,Autauga,P O B 371 FT S W OF SW INTER MAX ST & CHEEK RD TH,0.0,0.0,0.0,0.0,,51.9,0.0,-51.9
0122002220020040000000,Autauga,LOTS 4-5-6 BLK 2 1ST ADD TO ACIPCO HGLDS,0.0,0.0,0.0,0.0,,53.9,0.0,-53.9
0122002220210050000000,Autauga,LOT 6 BLK 1 ACIPCO HIGHLANDS,0.0,0.0,0.0,0.0,,57.5,0.0,-57.5
0122002220220280000000,Autauga,BEG AT NW COR LOT 9 BLK 4 TH SE 140 FT S TH NE AL,0.0,0.0,0.0,0.0,,50.1,0.0,-50.1
0122002740190050000000,Autauga,LOT 63 MURRELLE LAND CO ADD NO 1,0.0,0.0,0.0,0.0,,53.6,0.0,-53.6
0122002740200100000000,Autauga,LOTS 60 & 61 MURRELLE LD CO 1ST ADD NO 1,0.0,0.0,0.0,0.0,,54.1,0.0,-54.1
0122002740210080000000,Autauga,LOT 76 MURRELLE LD CO ADD NO 1,0.0,0.0,0.0,0.0,,52.5,0.0,-52.5
0123000220010110000000,Autauga,LOT 3 BLK 12 HOMER HIGHLANDS PB 10 PG 35,0.0,0.0,0.0,0.0,,51.9,0.0,-51.9
0123000220100040000000,Autauga,LOT 14 BLK 9 HOMER HIGHLANDS,0.0,0.0,0.0,0.0,,55.7,0.0,-55.7
0123000220100060000000,Autauga,LOTS 17 THRU 20 BLK 9 HOMER HIGHLANDS,0.0,0.0,0.0,0.0,,55.9,0.0,-55.9
0123000330070030000000,Autauga,LOT 5 BLK 6 AIRPORT GARDENS SECT 03 TWSP 17S RANG,0.0,0.0,0.0,0.0,,53.2,0.0,-53.2
0123000330060040000000,Autauga,LOT 5 BLK 3 AIRPORT GARDENS SECT 03 TWSP 17S RANG,0.0,0.0,0.0,0.0,,53.2,0.0,-53.2
0123000310270210000000,Autauga,LOT 35 BLK 3 AIRPORT ESTS 1ST ADD SECT 03 TWSP 17,0.0,0.0,0.0,0.0,,54.0,0.0,-54.0
0123000220110030000000,Autauga,LOT 14 BLK 10 HOMER HIGHLANDS,0.0,0.0,0.0,0.0,,57.4,0.0,-57.4
0123000310120070000000,Autauga,LOT 2 BLK 6 PENFIELD PARK SECT 03 TWSP 17S RANGE,0.0,0.0,0.0,0.0,,52.9,0.0,-52.9
0123000310190090000000,Autauga,LOTS 4 & 5 BLK 6 ZION CREST SUBDIV SECT 03 TWSP 1,0.0,0.0,0.0,0.0,,53.0,0.0,-53.0
0124001220360030000000,Autauga,LOT 1 BLK 3 LOLA CITY,0.0,0.0,0.0,0.0,,47.4,0.0,-47.4
0123000330120020000000,Autauga,LOT 2 BLK 1 AIRPORT GARDENS SUR SECT 03 TWSP 17S,0.0,0.0,0.0,0.0,,53.3,0.0,-53.3
0123000330100140000000,Autauga,LOTS 20+21 BLK 7 AIRPORT GARDENS SECT 03 TWSP 17S,0.0,0.0,0.0,0.0,,52.9,0.0,-52.9
0123000330100090000000,Autauga,LOT 11 BLK 7 AIRPORT GARDENS SECT 03 TWSP 17S RAN,0.0,0.0,0.0,0.0,,53.1,0.0,-53.1
0123000330050160000000,Autauga,LOTS 2+3 BLK 2 AIRPORT GARDENS,0.0,0.0,0.0,0.0,,53.3,0.0,-53.3
0129000420240110000000,Autauga,E 8 FT LOT 5 BLK 25 COMPTON RISING,0.0,0.0,0.0,0.0,,51.2,0.0,-51.2
0116001000000070030000,Autauga,COM INT W/L CO RD #45 & N/L OF NE 1/4 SEC 10 TP 16,0.0,0.0,0.0,0.0,,53.6,0.0,-53.6
0123000310150050000000,Autauga,LOT 25 BLK 3 AIRPORT ESTS 2ND ADD SECT 03 TWSP 17,0.0,0.0,0.0,0.0,,48.6,0.0,-48.6
0123002320130070000000,Autauga,LOT 15 BLK 2 CENTRAL ADD TO GATE CITY,0.0,0.0,0.0,0.0,,53.5,0.0,-53.5
0129001930340210000000,Autauga,LOT 147 BLK 8 TREVELLICK,0.0,0.0,0.0,0.0,,48.3,0.0,-48.3
0113002640140050000000,Autauga,LOT 17 BLK 8 BOULEVARD 2ND ADD,0.0,0.0,0.0,0.0,,54.1,0.0,-54.1
0129000510080100000000,Autauga,LOTS 11 & 12 BLK 59 & W 40 FT OF LOT 10,0.0,0.0,0.0,0.0,,50.2,0.0,-50.2
0122002620210150000000,Autauga,LOT 9 DONALD & ROBINS RESUR OF PT LOT 1 HUDSON LA,0.0,0.0,0.0,0.0,,49.1,0.0,-49.1
0113001140000200010000,Autauga,SW 50 FT OF LOT 17 GREENFIELD VILLAGE 36/28 ALSO,0.0,0.0,0.0,0.0,,50.0,0.0,-50.0
0122002240190010010000,Autauga,LOT 2 BLK 377 NO BHAM LAND CO 4TH ADD,0.0,0.0,0.0,0.0,,44.8,0.0,-44.8
0122002240190010000000,Autauga,LOT 1 BLK 377 NO BHAM 4TH ADD ADD,0.0,0.0,0.0,0.0,,41.7,0.0,-41.7
0123002210230050000000,Autauga,LOT 31 BLK 16 WOODLAWN HTS,0.0,0.0,0.0,0.0,,49.4,0.0,-49.4
0124001720020060000000,Autauga,LOT 10 BROWNLEE HILLS,0.0,0.0,0.0,0.0,,55.5,0.0,-55.5
0123000740270040000000,Autauga,LOT 4 BLK 5 BENDALE,0.0,0.0,0.0,0.0,,48.3,0.0,-48.3
0121003530110080000100,Autauga,LOT 2-A FULLERS SUBDIVISION A RESUR OF LOTS 2 THR,0.0,0.0,0.0,0.0,,49.9,0.0,-49.9
0122002030340030000000,Autauga,LOT 4 JAMES ALLEN JR,0.0,0.0,0.0,0.0,,53.0,0.0,-53.0
0122003220020030000000,Autauga,LOT 9 BLK 1 CHANGES IN BLK 1 PROP OF AUGUST FAYET,0.0,0.0,0.0,0.0,,52.5,0.0,-52.5
0122002840100080000000,Autauga,LOTS 21-22 BLK 3 EAST THOMAS,0.0,0.0,0.0,0.0,,52.3,0.0,-52.3
0122001410310090000000,Autauga,E 50 FT OF W 100 FT OF BLK 64 PARK PLACE,0.0,0.0,0.0,0.0,,39.5,0.0,-39.5
0123000840020150000000,Autauga,LOT 29 BLK 9 HUDSON CITY,0.0,0.0,0.0,0.0,,52.9,0.0,-52.9
0122001340350050000000,Autauga,LOT 42 BLK 2 WHITNEY-GAYLE VANN ADD,0.0,0.0,0.0,0.0,,52.4,0.0,-52.4
0122001420020030000000,Autauga,P O B 25 FT S S LY OF THE INTER OF N LINE SEC 14,0.0,0.0,0.0,0.0,,48.4,0.0,-48.4
0129000620200080000000,Autauga,LOT 8 BLK 25-G ENSLEY 1ST ADD,0.0,0.0,0.0,0.0,,45.8,0.0,-45.8
0125001730010320000000,Autauga,COM WHERE S ROW OF ERIE ST NW MEETS W ROW OF MEMP,0.0,0.0,0.0,0.0,,52.6,0.0,-52.6
0129002010110410000000,Autauga,LOT R BLK 2 NABERS LAND COS 6TH ADD TO COLLEGE PAR,0.0,0.0,0.0,0.0,,51.8,0.0,-51.8
0129000920140200000000,Autauga,LOT 11 HEWES & BOOTH SUR WEST END,0.0,0.0,0.0,0.0,,51.3,0.0,-51.3
0129002040020010000000,Autauga,LOTS 1 & 2 BLK 3 GARDEN HGLDS ADD TO POWDERLY SEC,0.0,0.0,0.0,0.0,,51.7,0.0,-51.7
0122003130240080000000,Autauga,LOTS 19 & 20 BLK 19-H ENSLEY,0.0,0.0,0.0,0.0,,50.8,0.0,-50.8
0123002120140440000000,Autauga,LOT 13 BLK 1 NANCY A WOOD EX N 25 FT,0.0,0.0,0.0,0.0,,47.1,0.0,-47.1
0123000830030520000000,Autauga,LOT 19 BLK 3 INGLE TERRACE,0.0,0.0,0.0,0.0,,48.9,0.0,-48.9
0122001530250160000000,Autauga,LOT 20 BLK 4 MAP OF 6TH ADD TO HOOPER CITY,0.0,0.0,0.0,0.0,,53.7,0.0,-53.7
0123001810180260000000,Autauga,LOTS 49+50 BLK 1 LAUREL HILL ADD TO BOYLES,0.0,0.0,0.0,0.0,,50.6,0.0,-50.6
0129001740140120000000,Autauga,LOT 78 NABERS LD CO 2ND ADDTO COLLEGE PARK,0.0,0.0,0.0,0.0,,48.7,0.0,-48.7
0113002640080170000000,Autauga,LOT 12 BLK 2 BOULEVARD 2ND ADD,0.0,0.0,0.0,0.0,,53.8,0.0,-53.8
0123000310140060000000,Autauga,LOT 16 & 17 BLK 2 AIRPORT ESTS 2ND ADD SECT 03 TW,0.0,0.0,0.0,0.0,,53.2,0.0,-53.2
0124001220050100000000,Autauga,LOT 24 BLK 34 LOLA CITY,0.0,0.0,0.0,0.0,,51.7,0.0,-51.7
0124001220070030000000,Autauga,LOT 17 BLK 36 LOLA CITY,0.0,0.0,0.0,0.0,,53.5,0.0,-53.5
0124001220050080000000,Autauga,LOT 22 BLK 34 LOLA CITY,0.0,0.0,0.0,0.0,,51.4,0.0,-51.4
0124001220100060000000,Autauga,LOT 1 BLK 20 LOLA CITY,0.0,0.0,0.0,0.0,,51.7,0.0,-51.7
0120000110020520000100,Autauga,POB 330 FT W & 171 FT N OF SE COR OF NE 1/4 OF NE,0.0,0.0,0.0,0.0,,54.0,0.0,-54.0
0102001640000939010000,Autauga,DOUBLE-ASSESSED WITH: OPAL REID % SHERRY REID CAM,0.0,0.0,0.0,0.0,,50.6,0.0,-50.6
0129000310040190010000,Autauga,LOT 21 BLK C WEST BHAM 4/115,0.0,0.0,0.0,0.0,,52.6,0.0,-52.6
0123000830170020000000,Autauga,LOT 2 BLK 10 MOUNTAIN PARK,0.0,0.0,0.0,0.0,,52.4,0.0,-52.4
0122001340150020000000,Autauga,LOT 2 BLK 3 DOUGLASVILLE,0.0,0.0,0.0,0.0,,52.6,0.0,-52.6
0129001930330100000000,Autauga,LOT 11 BLK 4 PLAT OF CENTRAL TRACT OF THE PLEASA,0.0,0.0,0.0,0.0,,49.6,0.0,-49.6
0129001740140170000000,Autauga,LOT 73 NABERS 2ND ADD TOCOLLEGE PARK,0.0,0.0,0.0,0.0,,49.2,0.0,-49.2
0129001740190080000000,Autauga,LOT 179 COLLEGE PARK,0.0,0.0,0.0,0.0,,45.7,0.0,-45.7
0129000910080040000000,Autauga,LOT 4-A RESUR OF LOT 4 BLK 6 WEST END,0.0,0.0,0.0,0.0,,42.1,0.0,-42.1
0129000920170050000000,Autauga,LOT 2 & E 4.4 FT LOT 3 C HMOSELEY SUR,0.0,0.0,0.0,0.0,,47.8,0.0,-47.8
0129000940120150000000,Autauga,S 16-2/3 FT OF LOT 407 & N16-2/3 FT OF LOT 408 BL,0.0,0.0,0.0,0.0,,49.1,0.0,-49.1
0129001120070020000000,Autauga,LOT 14 BLK 4 BENJAMINS ADD TO BHAM,0.0,0.0,0.0,0.0,,49.3,0.0,-49.3
0129001520050070000000,Autauga,LOT 12 BLK 3 MONTEVALLO PARK,0.0,0.0,0.0,0.0,,48.5,0.0,-48.5
0129001530040020000000,Autauga,LOT 16 BLK 1 MASON CITY,0.0,0.0,0.0,0.0,,49.4,0.0,-49.4
0129001630010760000000,Autauga,LOT 81 BLK 6 POWDERLY HILLS,0.0,0.0,0.0,0.0,,48.0,0.0,-48.0
0129001630010850000000,Autauga,LOT 8 BLK 5 POWDERLY HILLS,0.0,0.0,0.0,0.0,,46.1,0.0,-46.1
0122001930110130000000,Autauga,LOT 1 BLK 1 ED BROWN SUR,0.0,0.0,0.0,0.0,,48.0,0.0,-48.0
0122001540240120000000,Autauga,LOT 14 BLK 93 NO BHAM LAND COS ADD #5,0.0,0.0,0.0,0.0,,52.0,0.0,-52.0
0122002620210220010000,Autauga,W 1/2 OF LOT 5 CAMP & HUDSONS SUB OF LOT 1 HUDSON,0.0,0.0,0.0,0.0,,52.6,0.0,-52.6
0122002620210090000000,Autauga,LOT 12 BLK 2 LEONARD HALLS SUR,0.0,0.0,0.0,0.0,,52.8,0.0,-52.8
0122001310100810010000,Autauga,LOT 25 REZNIK & BERRY ADD TO BHAM,0.0,0.0,0.0,0.0,,51.2,0.0,-51.2
0122001240030040000000,Autauga,LOTS 4 THRU 12 BLK 1 MCCURRYS ADD TO NO BHAM,0.0,0.0,0.0,0.0,,48.7,0.0,-48.7
0107003520030040000000,Autauga,BEG 552S FT E NW COR SW 1/4 OF NW 1/4 TH E 150 FT,0.0,0.0,0.0,0.0,,52.6,0.0,-52.6
0129000820190200000000,Autauga,LOT 18 BLK 29 CENTRAL PARK LAND COMPANYS SECOND S,0.0,0.0,0.0,0.0,,41.0,0.0,-41.0
0122001230150170000000,Autauga,LOT 12 BLK 1 MOUNTAIN VIEW ADD TO NO BHAM,0.0,0.0,0.0,0.0,,51.0,0.0,-51.0
0122001220190160000000,Autauga,LOT 8 BLK 9 TOWN OF DAVID,0.0,0.0,0.0,0.0,,50.4,0.0,-50.4
0121003640120100000000,Autauga,NE 24.9 FT OF LOT 21 SW 6/10 FT OF LOT 22 BLK 24-,0.0,0.0,0.0,0.0,,51.7,0.0,-51.7
0121002540090090000000,Autauga,LOT 10 BLK 15 ENSLEY 10TH ADD 10TH ADD TO ENSLEY,0.0,0.0,0.0,0.0,,50.7,0.0,-50.7
0113003340110120000000,Autauga,LOT 10 BLK 1 BRUMMITT HTS,0.0,0.0,0.0,0.0,,52.9,0.0,-52.9
0123000920040050000000,Autauga,LOT 2 BLK 11 TARRANT LD COS 2ND HIGHLAND ADD,0.0,0.0,0.0,0.0,,54.4,0.0,-54.4
0123000830300010000000,Autauga,LOT 18 BLK 4 MTN PARK RESUR,0.0,0.0,0.0,0.0,,49.7,0.0,-49.7
0123001630040030000000,Autauga,LOT 2 BLK 4 EASTWOOD SUB,0.0,0.0,0.0,0.0,,52.5,0.0,-52.5
0123001520130120000000,Autauga,LOT 5 BLK 5-C GLADYS & E C CARTERS RESUR OF LOTS 1,0.0,0.0,0.0,0.0,,48.1,0.0,-48.1
0123001040140030000000,Autauga,LOT 3 L W COXS RESURVEY OFLOTS 1 THUR 4 BLK 9-F E,0.0,0.0,0.0,0.0,,51.3,0.0,-51.3
0122003010130040000000,Autauga,POB 50 FT S OF THE SE INTER OF 3RD WAY & AVE E TH,0.0,0.0,0.0,0.0,,50.8,0.0,-50.8
0130000210160100000000,Autauga,E 31 FT LOT 9 BLK 3 EX S 6 FT PRATT LAND & IMPROVE,0.0,0.0,0.0,0.0,,50.1,0.0,-50.1
0129002010020040000000,Autauga,LOT 11 NABERS LAND COS 7TH ADD TO COLLEGE PARK,0.0,0.0,0.0,0.0,,49.5,0.0,-49.5
0129002020100160000000,Autauga,LOT 18 BLK 6 PARK LAWN,0.0,0.0,0.0,0.0,,48.9,0.0,-48.9
